#Station Name: VALENTIA OBSERVATORY
#Station Height: 24 M 
#Latitude:51.938  ,Longitude: -10.241
#year:  -  Year
#month: -  Month
#rain:  -  Precipitation Amount (mm)
#meant: -  Mean Air Temperature (C)
#maxtp: -  Maximum Air Temperature (C)	  
#mintp: -  Minimum  Air Temperature (C)	
#mnmax: -  Mean Maximum Temperature (C)
#mnmin: -  Mean Minimum Temperature (C)
#gmin:  -  Grass Minimum Temperature (C)
#wdsp:  -  Mean Wind Speed (knot)
#mxgt:  -  Highest Gust (knot)
#sun:   -  Sunshine duration (hours)
#ind:   -  Indicator

year,month,meant,maxtp,mintp,mnmax,mnmin,rain,gmin,wdsp,maxgt,sun
1975,4,8.7,17.8,0.3,11.8,5.6,97.2,-4.3,10.2,43,130.0
1975,5,11.3,22.8,2.2,15.7,6.9,29.4,0.6,7.4,39,244.8
1975,6,13.9,23.2,5.3,17.7,10.1,18.0,1.1,8.4,46,211.0
1975,7,15.6,24.6,6.3,19.1,12.1,80.9,4.2,8.3,36,146.4
1975,8,16.1,27.0,7.9,19.6,12.6,34.7,5.4,7.8,45,143.2
1975,9,12.7,19.0,5.1,16.0,9.3,160.2,3.0,10.5,48,122.2
1975,10,12.1,16.9,2.0,14.5,9.8,213.9,-0.9,13.6,58,47.9
1975,11,9.3,14.9,0.9,11.9,6.7,126.9,-2.2,10.5,46,42.7
1975,12,7.0,12.8,-2.0,9.7,4.4,74.2,-4.9,9.2,59,40.3
1976,1,7.9,13.6,-2.3,10.1,5.7,96.3,-5.7,14.1,72,27.7
1976,2,6.9,13.8,-2.0,9.7,4.1,81.7,-6.0,12.5,61,46.7
1976,3,8.1,13.1,-0.8,10.7,5.4,189.6,-4.5,13.8,57,62.7
1976,4,9.1,21.1,-0.7,13.1,5.1,34.4,-2.8,9.0,44,192.1
1976,5,10.7,18.4,3.0,13.6,7.7,125.6,0.5,11.8,53,119.6
1976,6,14.2,25.7,5.7,17.5,10.9,111.5,3.7,9.1,42,165.9
1976,7,15.8,29.7,9.1,19.2,12.4,73.7,7.1,8.2,47,132.5
1976,8,16.9,28.1,8.2,21.5,12.2,16.4,5.9,5.8,33,202.0
1976,9,13.9,21.9,6.5,17.1,10.7,171.3,3.4,10.9,60,94.9
1976,10,10.1,16.6,0.1,13.5,6.7,187.6,-1.9,10.5,55,109.6
1976,11,8.1,14.5,-1.4,11.2,5.1,169.6,-3.6,9.8,58,66.0
1976,12,5.2,11.3,-4.3,8.1,2.2,189.3,-6.2,10.4,65,46.8
1977,1,5.4,11.4,-4.0,8.0,2.8,173.1,-5.6,10.9,54,43.6
1977,2,6.7,11.2,-1.0,9.4,4.0,191.6,-2.9,12.2,56,50.2
1977,3,8.2,14.0,-1.0,10.9,5.5,206.8,-4.5,15.1,64,78.1
1977,4,8.4,13.9,0.8,10.9,5.9,74.7,-0.8,12.6,52,128.7
1977,5,10.6,21.2,1.5,14.7,6.5,37.6,-1.2,6.9,39,194.6
1977,6,12.4,22.7,4.4,16.2,8.7,55.3,0.7,8.0,44,185.4
1977,7,15.4,24.3,7.8,18.8,11.9,58.8,4.0,8.8,42,140.9
1977,8,14.8,22.8,6.4,18.6,11.0,50.0,4.5,8.3,53,175.6
1977,9,13.4,22.1,4.5,17.0,9.8,81.7,1.5,10.2,53,121.9
1977,10,12.4,17.5,5.9,14.6,10.2,313.1,3.4,13.9,55,58.0
1977,11,7.7,15.1,-1.9,10.3,5.1,146.3,-4.8,14.7,64,36.8
1977,12,8.7,13.9,-0.6,10.7,6.7,152.8,-3.6,12.6,58,16.8
1978,1,5.8,11.3,-1.0,8.4,3.1,165.2,-2.9,12.7,67,45.9
1978,2,5.8,13.5,-4.1,8.6,3.1,129.8,-6.0,12.7,71,60.6
1978,3,7.5,13.3,-1.0,10.5,4.6,201.9,-3.6,14.7,62,89.0
1978,4,8.2,15.2,0.1,11.6,4.8,66.1,-2.4,11.1,54,140.9
1978,5,11.2,24.6,1.0,15.1,7.3,23.7,-2.1,7.7,36,174.1
1978,6,12.8,23.0,6.8,15.9,9.8,88.8,2.3,9.7,43,167.2
1978,7,13.8,24.1,8.3,16.5,11.1,97.5,6.2,9.7,42,102.7
1978,8,14.4,19.9,7.6,17.3,11.5,179.5,5.9,8.3,47,147.2
1978,9,14.1,19.5,4.0,17.1,11.1,42.2,1.4,10.8,47,111.4
1978,10,12.5,20.5,4.1,15.2,9.8,59.6,1.4,9.0,47,71.0
1978,11,10.8,16.0,2.1,13.0,8.6,165.3,-0.8,14.6,62,31.6
1978,12,7.1,14.0,-4.0,9.8,4.4,290.1,-5.9,13.0,69,48.9
1979,1,4.9,11.3,-5.6,7.5,2.3,128.3,-7.6,11.5,53,47.2
1979,2,5.2,12.1,-4.4,8.1,2.4,149.1,-6.1,13.2,66,49.1
1979,3,6.1,12.7,-2.1,8.8,3.3,120.5,-3.6,14.6,50,87.6
1979,4,7.8,15.0,-0.6,10.6,5.0,49.0,-3.0,10.3,38,125.4
1979,5,9.2,16.0,0.5,12.3,6.1,127.9,-1.2,11.0,43,178.0
1979,6,13.0,21.5,7.7,15.9,10.2,77.3,3.9,8.7,33,150.9
1979,7,14.6,21.4,8.1,17.4,11.8,38.7,3.6,7.9,31,80.9
1979,8,14.1,21.4,6.1,16.7,11.4,155.4,3.8,10.2,52,105.1
1979,9,13.0,18.1,3.7,16.1,9.9,99.0,-0.1,10.1,43,91.2
1979,10,11.4,19.0,2.3,15.0,7.8,176.4,-1.2,10.5,58,110.6
1979,11,9.8,15.3,1.7,12.0,7.6,181.8,-2.4,14.4,53,37.7
1979,12,7.6,13.7,1.0,9.9,5.2,270.5,-1.6,14.2,82,27.2
1980,1,6.2,12.2,-3.7,8.8,3.6,134.5,-6.7,10.6,57,63.1
1980,2,7.7,12.0,-0.5,10.5,5.0,202.4,-3.5,9.3,48,52.7
1980,3,6.6,12.1,-2.0,9.3,4.0,147.2,-4.7,12.5,63,82.7
1980,4,9.1,14.8,0.9,12.5,5.6,24.1,-1.7,8.1,41,168.3
1980,5,11.3,20.6,1.3,15.1,7.6,51.1,-1.8,10.1,47,185.8
1980,6,12.7,21.9,6.3,15.3,10.1,85.1,4.3,10.3,45,88.3
1980,7,13.8,20.7,5.3,16.5,11.2,160.8,3.0,10.5,46,110.6
1980,8,15.2,22.1,9.3,17.8,12.6,146.2,5.9,9.5,42,91.7
1980,9,13.9,19.9,5.5,16.4,11.4,223.0,1.3,12.4,46,78.3
1980,10,10.3,16.2,0.8,13.0,7.7,181.8,-1.3,13.1,65,91.1
1980,11,8.3,14.7,-2.6,10.8,5.8,272.4,-5.9,13.1,52,33.5
1980,12,8.4,13.0,-2.0,10.7,6.1,147.1,-3.8,14.5,58,25.0
1981,1,8.4,12.4,1.1,10.2,6.5,59.2,-1.4,12.1,54,22.7
1981,2,6.8,12.6,-1.8,9.5,4.2,158.0,-3.2,13.4,54,52.4
1981,3,9.1,14.4,2.0,11.5,6.8,215.2,0.2,14.4,64,52.2
1981,4,9.5,17.7,1.1,13.0,5.9,30.5,-0.3,9.0,42,137.2
1981,5,10.8,17.2,3.1,13.6,7.9,152.6,1.1,11.7,58,112.5
1981,6,12.8,18.6,7.5,15.5,10.1,89.3,4.0,11.6,46,127.8
1981,7,14.2,21.7,8.1,16.7,11.7,63.3,5.0,9.8,42,126.1
1981,8,15.9,25.0,8.7,19.2,12.6,53.2,5.4,7.2,36,134.5
1981,9,14.8,23.0,7.7,17.5,12.1,242.6,5.7,11.1,50,93.9
1981,10,9.0,14.7,-1.4,11.8,6.2,121.2,-4.1,12.6,58,82.9
1981,11,9.8,14.5,1.9,12.2,7.3,72.2,-0.4,12.2,50,31.6
1981,12,5.5,11.8,-3.0,8.7,2.3,148.6,-8.4,10.3,67,47.0
1982,1,7.2,13.0,-1.6,9.3,5.2,187.5,-6.2,13.3,58,35.7
1982,2,7.9,13.1,-0.9,10.7,5.2,232.9,-3.2,14.7,65,59.5
1982,3,7.6,13.8,0.2,10.7,4.4,164.8,-1.8,13.7,58,105.4
1982,4,9.4,18.0,1.2,13.4,5.5,33.8,-1.0,8.3,47,169.8
1982,5,11.3,22.0,1.4,14.5,8.0,94.6,-0.9,12.2,54,185.9
1982,6,14.6,22.0,7.5,17.8,11.4,92.2,4.5,10.1,39,136.6
1982,7,15.9,26.4,8.8,19.6,12.1,15.2,6.5,6.7,31,183.1
1982,8,14.8,21.8,4.8,17.9,11.8,136.4,2.0,10.8,47,112.8
1982,9,13.4,19.1,6.9,16.1,10.6,146.2,3.0,9.5,50,72.2
1982,10,11.0,15.8,4.7,13.5,8.6,279.0,2.3,13.9,61,68.6
1982,11,8.3,14.3,-1.5,11.1,5.5,194.9,-4.0,13.6,63,34.9
1982,12,7.0,12.5,-0.3,9.9,4.2,199.0,-2.6,14.1,66,25.1
1983,1,8.3,13.0,0.4,10.5,6.1,192.2,-1.7,16.8,65,16.9
1983,2,5.6,11.5,-3.5,8.0,3.2,37.9,-5.2,13.8,61,42.3
1983,3,8.5,12.4,0.2,10.7,6.3,124.8,-1.9,12.3,59,42.1
1983,4,6.9,15.1,-1.1,10.6,3.2,101.5,-2.9,9.9,46,132.4
1983,5,9.8,18.1,2.0,13.1,6.4,118.9,0.6,9.7,50,143.7
1983,6,13.2,24.2,5.3,16.6,9.9,88.5,3.0,8.2,44,149.1
1983,7,17.0,26.6,8.5,20.7,13.3,20.3,5.6,6.1,35,170.4
1983,8,16.6,26.0,7.6,20.5,12.7,74.7,4.6,7.4,37,170.7
1983,9,14.1,24.4,5.0,16.9,11.4,204.8,1.5,12.3,67,71.8
1983,10,11.3,18.5,-1.3,13.8,8.7,143.7,-4.9,13.3,61,57.6
1983,11,10.1,16.7,0.4,12.4,7.7,90.7,-5.0,10.6,48,45.7
1983,12,8.9,13.7,2.0,11.1,6.7,234.7,-2.0,13.4,65,26.5
1984,1,6.1,13.1,-2.0,9.3,3.0,247.7,-3.9,17.5,73,28.9
1984,2,7.3,11.9,-2.8,10.2,4.4,104.5,-4.1,12.4,66,54.6
1984,3,6.3,13.3,-0.7,9.6,3.0,51.2,-2.3,8.0,61,82.9
1984,4,10.2,24.0,0.9,14.2,6.2,90.3,-0.7,9.6,46,175.4
1984,5,10.0,18.7,1.8,14.4,5.6,41.3,-1.0,9.2,46,215.5
1984,6,13.3,20.1,5.7,16.2,10.5,42.7,2.0,8.4,35,117.8
1984,7,15.9,25.8,7.1,20.0,11.8,79.3,4.1,7.5,41,211.0
1984,8,15.9,22.9,6.8,19.6,12.2,115.1,3.5,7.8,36,132.6
1984,9,13.1,21.0,3.1,16.5,9.8,104.6,1.4,10.0,44,79.3
1984,10,11.2,18.4,2.8,14.3,8.2,206.4,0.7,11.6,69,74.2
1984,11,7.6,14.7,-1.4,11.1,4.1,240.7,-5.0,10.5,67,65.3
1984,12,7.9,13.8,-0.8,10.7,5.1,186.6,-3.5,11.9,54,24.6
1985,1,4.7,12.5,-4.7,7.8,1.7,110.5,-7.2,9.1,52,72.9
1985,2,7.9,15.1,1.5,9.9,5.8,110.7,-0.8,13.7,62,33.4
1985,3,6.9,13.1,-0.8,9.9,3.8,196.0,-2.1,12.0,58,91.3
1985,4,9.8,17.5,1.0,12.8,6.9,70.8,-2.0,12.8,53,148.8
1985,5,10.7,21.1,2.3,14.4,7.1,131.6,-1.5,8.9,45,190.0
1985,6,12.7,25.1,3.6,15.9,9.4,112.6,-0.5,9.5,58,135.6
1985,7,14.5,19.7,8.6,16.9,12.1,66.5,5.7,9.0,36,93.0
1985,8,13.7,18.5,9.1,16.0,11.3,272.9,6.1,12.4,48,111.5
1985,9,14.6,25.9,5.0,17.3,11.8,117.7,1.6,11.2,42,99.3
1985,10,11.8,21.8,2.7,15.0,8.7,94.6,-0.2,8.5,54,93.9
1985,11,6.7,14.8,-1.2,10.0,3.4,168.3,-4.4,10.6,44,92.2
1985,12,8.3,14.9,-3.9,10.8,5.7,164.5,-6.4,13.6,57,39.4
1986,1,6.7,13.0,0.1,9.3,4.1,161.4,-2.3,14.2,56,35.5
1986,2,2.9,8.0,-4.0,5.0,0.9,20.1,-7.4,13.6,59,61.1
1986,3,6.9,12.8,-3.8,9.9,3.8,182.1,-6.2,14.6,62,83.7
1986,4,6.6,12.5,-1.0,9.9,3.3,77.3,-5.4,11.0,53,185.3
1986,5,10.1,15.8,2.7,12.7,7.4,182.4,0.5,13.9,59,147.9
1986,6,13.4,24.9,4.0,16.6,10.2,56.6,2.1,8.2,45,142.7
1986,7,14.5,19.9,8.4,16.6,12.3,98.5,5.4,8.2,37,63.3
1986,8,12.7,19.0,3.3,16.1,9.3,205.9,-0.2,10.0,60,144.3
1986,9,12.2,18.9,3.0,15.7,8.6,13.4,-1.0,6.8,33,142.7
1986,10,11.9,20.9,4.0,14.7,9.0,127.3,2.1,12.2,65,77.0
1986,11,9.2,13.8,1.2,12.0,6.4,196.7,-1.6,15.6,70,39.1
1986,12,7.9,13.7,-2.3,10.7,5.1,247.9,-4.2,14.8,67,33.9
1987,1,5.7,11.9,-5.9,8.1,3.3,78.3,-7.8,12.1,69,47.1
1987,2,6.7,14.1,-3.3,9.8,3.5,141.8,-6.0,10.8,53,63.8
1987,3,7.1,14.2,-2.7,10.3,3.9,127.5,-5.0,11.9,59,85.5
1987,4,10.3,22.5,0.8,13.5,7.2,49.5,-0.5,9.1,45,88.7
1987,5,10.8,17.6,2.7,14.1,7.4,10.3,0.0,10.0,43,195.6
1987,6,13.0,18.8,5.5,15.4,10.5,121.3,2.5,9.3,38,106.3
1987,7,15.4,22.2,7.0,18.3,12.5,58.5,4.2,9.0,36,146.6
1987,8,15.0,21.4,7.0,18.4,11.6,65.7,3.5,7.7,37,152.2
1987,9,13.3,20.8,3.6,16.8,9.9,199.7,-0.4,9.9,47,130.9
1987,10,9.7,19.4,-0.6,13.0,6.3,205.5,-2.9,10.4,55,92.3
1987,11,8.9,15.5,-0.6,11.6,6.2,94.2,-3.6,11.8,56,70.2
1987,12,8.8,13.6,2.8,10.6,6.9,191.4,-2.0,13.7,54,29.3
1988,1,6.9,12.8,0.4,9.7,4.1,269.9,-2.5,14.1,73,42.0
1988,2,6.6,12.5,0.2,9.4,3.7,96.9,-1.7,12.0,79,63.9
1988,3,8.5,12.9,-0.2,10.8,6.2,121.6,-2.5,12.1,55,69.8
1988,4,9.7,16.7,0.0,13.1,6.3,52.5,-1.5,8.9,46,138.0
1988,5,11.1,18.6,2.0,14.6,7.6,147.0,-0.5,9.9,50,203.4
1988,6,14.3,23.1,7.5,18.1,10.5,52.8,4.6,6.9,35,187.9
1988,7,13.6,18.6,7.2,16.1,11.0,142.5,4.3,10.6,53,95.5
1988,8,14.0,22.2,7.2,16.7,11.3,187.8,3.6,10.4,46,120.9
1988,9,12.9,19.4,3.1,15.2,10.7,58.1,0.0,10.0,49,64.5
1988,10,11.3,20.1,3.0,14.1,8.4,266.4,1.1,10.8,69,87.0
1988,11,9.1,14.4,-4.0,11.8,6.3,86.1,-7.5,9.1,43,56.9
1988,12,9.6,13.8,0.5,11.6,7.5,106.2,-1.3,10.9,55,24.3
1989,1,8.7,13.0,1.0,11.1,6.3,185.4,-1.6,13.4,57,31.8
1989,2,7.9,13.1,0.7,10.5,5.4,128.6,-0.3,15.0,55,52.8
1989,3,8.1,13.6,-1.1,11.2,5.0,195.2,-2.6,14.0,67,77.5
1989,4,7.1,15.6,0.0,10.9,3.3,95.0,-3.0,8.6,43,176.9
1989,5,12.8,26.9,4.3,17.0,8.7,20.7,-0.1,8.2,46,241.3
1989,6,13.5,24.9,5.0,17.1,9.9,83.2,-0.9,8.6,41,205.7
1989,7,16.9,27.5,8.0,20.6,13.1,24.9,6.0,7.7,39,187.8
1989,8,16.0,21.8,9.5,18.5,13.4,123.0,6.1,9.5,51,114.9
1989,9,13.5,19.0,5.2,16.9,10.2,91.2,2.2,8.1,53,127.4
1989,10,12.2,16.5,4.0,14.6,9.8,204.4,1.8,11.2,75,44.8
1989,11,9.2,19.8,-0.2,12.3,6.1,77.9,-3.7,11.1,56,63.4
1989,12,7.3,12.8,-2.0,10.2,4.4,144.2,-5.6,11.6,64,53.8
1990,1,8.0,13.2,2.0,10.6,5.4,197.2,-0.9,15.6,62,35.7
1990,2,8.0,12.8,2.5,10.7,5.4,200.9,0.5,18.7,79,38.1
1990,3,9.3,16.4,-0.5,11.6,6.9,50.8,-3.6,13.3,50,61.1
1990,4,8.6,22.7,-1.6,12.2,5.1,61.2,-4.9,10.2,54,156.5
1990,5,13.1,25.6,4.5,17.2,9.1,49.7,0.7,7.4,39,197.3
1990,6,12.9,18.1,6.7,15.6,10.1,128.7,2.8,9.4,44,139.2
1990,7,15.9,27.7,6.5,19.6,12.3,63.5,3.4,8.7,46,194.3
1990,8,16.0,22.8,8.2,18.7,13.3,80.2,5.4,8.2,39,61.9
1990,9,13.2,20.0,3.1,16.8,9.6,28.3,-1.3,7.9,44,138.0
1990,10,12.0,19.4,2.6,14.6,9.5,210.1,-0.9,12.4,71,53.7
1990,11,8.8,14.8,-1.2,11.4,6.2,122.6,-4.9,11.1,49,70.6
1990,12,6.8,13.1,0.0,9.4,4.3,141.6,-4.2,11.0,64,27.0
1991,1,6.2,13.0,-4.2,8.8,3.6,141.2,-9.0,12.7,72,49.9
1991,2,5.3,12.1,-5.2,8.3,2.2,160.9,-7.2,8.9,52,88.0
1991,3,8.7,15.8,-1.7,11.8,5.6,142.8,-4.9,8.6,52,109.0
1991,4,9.1,17.4,2.6,11.8,6.5,168.1,-1.0,12.8,56,137.7
1991,5,11.4,21.9,3.5,15.1,7.8,7.6,-0.7,7.4,36,233.4
1991,6,12.9,19.2,4.6,15.6,10.1,106.5,1.2,10.8,46,129.8
1991,7,15.7,26.1,11.1,18.1,13.3,103.2,7.1,9.6,40,84.6
1991,8,15.5,25.8,8.0,19.1,12.0,31.0,4.7,7.1,42,142.4
1991,9,15.7,28.4,6.5,19.3,12.1,139.7,4.0,9.4,54,129.1
1991,10,10.5,17.4,3.0,13.5,7.6,169.6,-0.2,9.9,59,78.2
1991,11,8.7,12.8,-0.3,11.0,6.3,191.3,-3.8,13.5,56,41.7
1991,12,8.6,13.6,3.0,10.5,6.6,20.9,-0.4,10.1,71,24.8
1992,1,7.4,12.7,-1.5,9.6,5.2,113.5,-4.7,9.0,54,26.1
1992,2,7.9,12.4,-2.8,10.4,5.5,109.8,-5.4,11.3,53,43.0
1992,3,8.8,14.0,-1.5,11.0,6.5,134.2,-3.7,13.0,49,56.2
1992,4,9.1,14.2,2.6,11.6,6.6,174.3,-1.3,11.5,53,100.5
1992,5,13.0,24.0,5.5,16.4,9.6,69.2,1.9,9.9,52,180.4
1992,6,14.1,22.2,8.1,17.4,10.8,41.9,5.0,6.9,34,168.4
1992,7,15.3,20.7,7.7,18.3,12.4,138.9,4.8,8.8,42,129.5
1992,8,14.1,19.2,8.1,17.0,11.2,185.4,4.8,10.0,47,148.9
1992,9,11.7,17.5,2.4,15.1,8.3,120.7,-0.3,9.6,67,109.6
1992,10,9.2,17.8,0.9,12.3,6.2,84.3,-2.4,9.3,62,86.1
1992,11,9.4,14.9,2.8,11.9,6.9,132.7,-1.2,12.3,60,39.4
1992,12,7.3,12.2,-2.6,9.5,5.1,116.2,-7.3,10.2,60,23.9
1993,1,8.0,13.0,0.1,10.6,5.4,171.9,-1.0,16.3,69,25.0
1993,2,8.4,13.4,0.1,10.3,6.4,51.1,-4.0,9.9,51,29.8
1993,3,8.0,14.0,-0.8,10.6,5.3,118.7,-4.5,11.3,66,92.7
1993,4,10.0,20.5,2.5,12.7,7.2,87.9,-0.8,10.9,54,112.7
1993,5,11.2,21.1,1.0,15.1,7.3,90.8,-2.9,8.2,50,205.0
1993,6,13.3,20.3,5.2,16.1,10.6,82.6,2.8,7.8,33,120.4
1993,7,14.6,19.3,8.0,16.9,12.2,134.5,5.1,7.6,32,90.6
1993,8,14.4,21.7,5.5,17.4,11.3,43.6,2.2,5.2,37,132.4
1993,9,13.2,20.5,3.8,16.2,10.1,182.7,1.5,7.9,62,116.1
1993,10,9.1,16.1,0.2,12.5,5.7,95.5,-4.1,5.5,40,126.0
1993,11,9.2,15.6,0.4,11.4,6.9,181.8,-4.0,10.1,62,46.4
1993,12,8.4,13.5,1.5,10.7,6.2,226.0,-1.5,14.5,73,16.1
1994,1,7.8,11.9,-0.8,10.1,5.5,198.8,-3.8,11.9,62,40.2
1994,2,7.3,12.7,-3.0,10.0,4.6,191.8,-6.8,9.4,74,68.0
1994,3,8.9,13.6,0.6,11.2,6.6,144.5,-2.1,13.2,60,64.0
1994,4,8.4,14.8,1.5,11.4,5.5,144.9,-1.0,12.3,65,150.3
1994,5,11.6,20.7,2.5,14.8,8.4,93.2,1.0,8.1,43,176.4
1994,6,12.8,18.5,5.7,15.2,10.4,104.5,1.5,9.0,50,131.8
1994,7,14.5,19.5,7.4,17.1,11.9,212.8,5.5,7.3,39,119.7
1994,8,14.6,23.4,6.2,17.5,11.6,82.0,3.8,7.6,37,100.2
1994,9,13.0,20.0,6.5,15.7,10.3,94.0,4.4,7.7,37,117.8
1994,10,11.9,19.9,1.9,15.0,8.9,119.7,-1.1,8.1,54,112.2
1994,11,11.3,15.0,2.5,13.2,9.4,170.3,0.1,9.0,51,31.0
1994,12,9.1,15.5,0.2,11.4,6.8,249.8,-2.4,14.2,61,30.9
1995,1,7.4,12.6,-1.1,9.9,4.9,225.4,-4.4,12.1,82,28.3
1995,2,8.2,13.1,2.0,10.6,5.8,210.2,-0.4,12.1,65,41.4
1995,3,7.4,13.0,0.2,9.8,4.9,115.9,-1.3,10.9,59,78.0
1995,4,9.4,17.7,1.2,12.4,6.5,51.1,-1.5,5.9,34,154.3
1995,5,11.2,20.9,1.1,14.0,8.4,112.4,-1.6,7.4,38,139.4
1995,6,14.3,28.1,6.1,18.2,10.4,58.3,2.4,6.5,40,229.5
1995,7,17.0,26.4,11.8,19.6,14.3,149.3,9.5,8.8,38,105.3
1995,8,18.0,28.3,9.6,22.0,14.0,24.7,8.3,6.1,35,198.0
1995,9,13.4,19.9,5.5,17.3,9.4,57.2,3.8,7.3,44,163.9
1995,10,13.1,17.7,3.1,15.9,10.3,229.8,1.0,12.1,68,69.7
1995,11,9.8,17.1,0.7,12.6,7.0,220.0,-3.5,10.1,54,70.1
1995,12,6.9,14.4,-3.5,9.6,4.3,86.4,-9.0,9.4,61,58.7
1996,1,7.4,13.1,-1.7,9.5,5.3,214.2,-5.9,11.1,69,31.2
1996,2,5.8,12.5,-3.8,8.7,3.0,135.8,-8.0,11.1,66,95.6
1996,3,7.3,14.5,0.0,10.0,4.6,126.8,-3.0,8.6,61,64.1
1996,4,9.2,14.7,-2.3,12.2,6.2,117.7,-4.2,8.7,50,115.1
1996,5,9.6,18.2,0.6,13.3,5.8,81.1,-2.7,8.5,54,208.4
1996,6,13.6,25.4,5.2,17.0,10.2,91.8,2.7,8.0,37,211.2
1996,7,15.0,24.2,8.6,17.9,12.2,90.7,4.2,6.1,36,129.8
1996,8,14.8,20.0,6.6,17.6,12.0,133.3,3.4,7.4,40,137.4
1996,9,14.7,22.6,5.4,18.3,11.1,62.1,1.7,7.3,52,151.9
1996,10,12.1,17.3,4.5,14.4,9.9,279.6,0.5,11.5,66,49.5
1996,11,8.4,15.6,-0.3,11.1,5.7,154.4,-3.7,9.7,52,57.9
1996,12,6.4,14.0,-2.8,9.0,3.8,80.2,-5.8,7.9,50,59.2
1997,1,6.0,12.1,-6.8,8.0,3.9,68.8,-10.2,8.4,48,45.5
1997,2,8.0,12.6,1.2,10.7,5.3,170.8,-1.0,17.7,70,62.8
1997,3,9.1,19.1,-1.6,12.3,6.0,37.6,-4.5,8.5,54,95.3
1997,4,10.8,18.6,2.5,14.6,7.1,37.6,-1.3,4.8,39,146.0
1997,5,12.6,27.2,2.6,16.7,8.5,80.1,0.5,7.4,46,246.3
1997,6,13.7,22.7,6.1,16.8,10.7,103.4,3.1,7.7,44,137.6
1997,7,15.6,22.5,9.0,18.7,12.5,80.8,6.0,5.9,37,157.9
1997,8,16.4,25.5,8.8,19.2,13.6,195.4,4.6,7.2,50,113.5
1997,9,15.0,20.6,7.3,17.7,12.4,78.6,4.1,7.5,39,83.9
1997,10,13.0,22.0,5.0,15.7,10.2,111.9,2.7,7.4,43,58.4
1997,11,9.8,15.6,2.3,12.5,7.1,265.2,0.0,7.7,54,47.3
1997,12,8.3,13.5,-2.5,10.9,5.7,163.5,-6.3,11.4,88,55.0
1998,1,7.4,14.8,-2.6,10.1,4.6,212.4,-3.6,12.0,65,40.3
1998,2,9.1,14.4,-1.1,11.3,7.0,49.6,-4.3,11.1,48,38.9
1998,3,9.4,14.7,1.7,11.8,7.0,133.0,-1.6,8.9,49,63.4
1998,4,8.2,14.1,-0.4,11.4,5.1,175.7,-3.5,9.9,53,172.3
1998,5,12.4,22.3,4.8,15.9,9.0,30.6,1.7,6.2,39,172.2
1998,6,13.2,19.0,5.5,15.9,10.5,184.4,2.9,8.0,39,123.8
1998,7,14.6,19.6,8.1,17.0,12.2,113.8,6.0,8.1,36,112.8
1998,8,15.4,21.8,7.9,18.2,12.6,120.2,3.7,7.2,42,138.7
1998,9,14.8,23.8,6.5,17.8,11.8,139.8,3.8,8.4,56,103.1
1998,10,12.5,17.6,5.0,15.1,9.8,208.6,1.0,8.9,59,87.7
1998,11,9.6,16.1,2.8,11.9,7.3,193.3,-0.5,8.6,62,60.6
1998,12,8.8,15.2,1.9,11.3,6.2,220.9,-1.5,9.3,70,37.5
1999,1,7.7,12.7,-3.4,10.2,5.1,200.4,-7.1,10.1,52,51.5
1999,2,8.4,12.3,-0.9,10.6,6.3,82.7,-5.5,10.0,51,48.1
1999,3,7.9,12.9,-1.1,10.4,5.4,143.9,-3.8,10.3,51,110.6
1999,4,10.0,19.0,0.0,12.7,7.3,157.1,-1.8,11.7,50,140.0
1999,5,12.6,20.5,6.0,15.0,10.2,53.0,2.1,9.5,56,131.2
1999,6,12.8,20.6,6.3,15.5,10.1,52.2,2.4,7.8,38,128.3
1999,7,15.9,23.6,10.2,18.7,13.1,84.4,5.9,8.0,35,158.2
1999,8,15.8,21.3,10.3,18.7,12.9,166.7,6.5,7.4,42,132.8
1999,9,14.2,20.5,6.0,17.1,11.4,290.4,2.7,9.2,55,115.0
1999,10,11.8,17.7,3.1,14.4,9.2,101.4,-1.4,9.9,49,71.9
1999,11,9.3,15.4,0.2,12.0,6.5,137.6,-3.9,9.5,53,61.7
1999,12,7.5,12.5,1.1,10.1,4.8,304.2,-3.6,13.8,61,36.7
2000,1,6.6,12.0,-1.4,9.3,3.9,104.1,-6.9,10.1,51,58.8
2000,2,8.3,13.0,1.4,10.8,5.9,197.2,-1.5,13.7,54,47.5
2000,3,8.3,14.7,-0.8,11.4,5.2,42.3,-6.4,6.8,39,106.1
2000,4,8.0,17.1,-1.5,11.2,4.8,76.5,-5.9,9.3,45,181.4
2000,5,12.0,22.9,5.0,15.3,8.7,121.5,0.3,8.2,42,185.6
2000,6,13.8,25.5,7.4,16.7,10.8,108.1,3.7,8.2,35,153.6
2000,7,15.5,26.1,9.7,18.3,12.6,81.9,6.3,6.9,38,168.6
2000,8,15.5,23.7,7.3,18.4,12.5,90.7,5.0,7.4,32,151.5
2000,9,14.0,20.3,6.5,16.7,11.3,152.2,3.8,8.4,42,111.5
2000,10,10.7,16.2,1.8,13.3,8.1,308.9,-2.2,12.8,59,82.0
2000,11,8.3,14.3,2.9,10.7,5.8,270.0,-2.0,12.5,69,61.4
2000,12,7.5,13.1,-2.9,10.0,5.0,214.7,-7.7,11.5,54,39.5
2001,1,6.0,11.6,-0.5,8.7,3.2,144.3,-5.2,8.4,43,63.9
