#Station Name: VALENTIA OBSERVATORY
#Station Height: 24 M 
#Latitude:51.938  ,Longitude: -10.241
#year:  -  Year
#month: -  Month
#rain:  -  Precipitation Amount (mm)
#meant: -  Mean Air Temperature (C)
#maxtp: -  Maximum Air Temperature (C)	  
#mintp: -  Minimum  Air Temperature (C)	
#mnmax: -  Mean Maximum Temperature (C)
#mnmin: -  Mean Minimum Temperature (C)
#gmin:  -  Grass Minimum Temperature (C)
#wdsp:  -  Mean Wind Speed (knot)
#mxgt:  -  Highest Gust (knot)
#sun:   -  Sunshine duration (hours)
#ind:   -  Indicator

year,month,meant,maxtp,mintp,mnmax,mnmin,rain,gmin,wdsp,maxgt,sun
2001,2,6.6,12.7,-1.6,9.7,3.6,122.8,-7.2,8.5,59,82.8
2001,3,7.6,14.5,-4.0,10.4,4.7,130.1,-10.9,9.8,59,113.7
2001,4,8.2,13.4,0.6,11.4,5.0,119.0,-2.4,8.7,43,136.3
2001,5,11.9,23.2,3.3,15.8,8.0,33.9,0.9,6.8,37,223.9
2001,6,13.4,20.6,5.4,16.4,10.5,71.9,1.2,7.6,42,169.3
2001,7,15.0,21.2,7.5,17.8,12.3,72.1,2.5,8.3,48,176.8
2001,8,14.9,20.4,7.8,17.9,11.8,120.6,2.8,6.6,41,177.3
2001,9,14.0,18.4,4.8,16.9,11.0,62.4,0.3,6.9,45,106.9
2001,10,13.0,19.4,4.8,15.8,10.2,196.7,0.6,10.4,56,113.0
2001,11,10.2,14.8,0.4,12.7,7.7,93.4,-3.6,8.0,52,40.7
2001,12,7.5,15.5,-3.6,10.2,4.7,86.2,-8.2,8.8,51,80.8
2002,1,9.2,13.9,3.4,11.5,6.9,237.1,-0.6,13.1,60,39.0
2002,2,8.1,13.0,-1.4,10.8,5.3,211.6,-7.0,14.9,53,56.5
2002,3,8.5,17.6,0.0,11.5,5.4,67.3,-5.7,9.8,56,102.8
2002,4,9.4,17.3,1.0,12.7,6.2,110.2,-4.0,10.2,50,152.0
2002,5,11.2,17.0,5.0,13.9,8.5,187.0,0.6,10.7,50,139.3
2002,6,12.5,17.0,6.9,14.7,10.3,133.0,3.0,10.7,45,124.4
2002,7,13.9,19.2,8.4,16.3,11.6,100.1,5.2,7.4,39,120.6
2002,8,14.6,20.3,7.0,17.6,11.6,81.7,2.0,6.7,45,143.3
2002,9,14.3,22.4,5.6,17.9,10.6,118.8,-1.5,6.7,35,164.2
2002,10,11.3,19.0,1.5,14.5,8.1,239.4,-3.2,8.3,65,108.1
2002,11,10.1,16.0,2.1,12.4,7.9,290.3,-2.2,11.2,47,48.6
2002,12,8.2,13.2,-0.4,10.3,6.2,146.2,-2.7,9.3,63,39.3
2003,1,6.9,12.2,-3.5,9.6,4.3,131.7,-7.5,11.5,61,63.8
2003,2,7.7,12.4,-0.3,10.1,5.4,161.4,-4.0,11.4,61,69.5
2003,3,9.2,18.3,0.0,12.6,5.9,79.5,-3.5,9.5,54,137.5
2003,4,10.8,23.1,2.6,14.3,7.4,143.6,-0.6,9.0,54,195.4
2003,5,11.3,22.6,4.1,14.0,8.5,134.4,0.9,10.2,38,166.9
2003,6,13.8,21.7,7.4,16.7,10.9,154.6,5.0,8.8,38,180.2
2003,7,15.1,20.5,8.7,17.3,12.9,126.2,5.2,8.3,33,75.3
2003,8,16.5,26.0,8.0,19.9,13.1,25.3,6.3,6.2,29,202.8
2003,9,14.3,21.6,6.1,17.4,11.2,64.4,2.2,6.8,33,113.0
2003,10,11.1,18.4,-1.0,14.2,8.1,58.3,-5.1,8.4,39,136.7
2003,11,9.9,16.3,1.0,12.5,7.2,291.4,-2.3,10.8,61,53.8
2003,12,8.2,14.0,-0.1,11.1,5.4,137.2,-4.5,9.2,45,43.0
2004,1,7.7,13.2,-1.2,10.5,4.9,173.6,-6.9,10.8,57,52.6
2004,2,7.1,14.1,-2.1,10.0,4.3,79.9,-7.3,9.2,51,100.0
2004,3,8.5,14.1,0.7,11.4,5.6,161.2,-3.5,11.4,56,145.4
2004,4,9.6,14.6,2.2,12.2,6.9,88.8,-1.3,10.2,52,147.8
2004,5,11.4,18.9,4.0,14.7,8.2,40.9,-1.0,8.1,63,196.7
2004,6,14.0,21.1,6.4,16.9,11.2,101.4,2.4,8.4,41,173.0
2004,7,14.6,21.2,7.2,17.4,11.7,84.8,3.2,7.5,32,178.5
2004,8,15.6,21.6,7.2,18.4,12.7,111.8,3.9,8.3,52,154.8
2004,9,14.9,24.9,7.4,17.1,12.7,152.6,4.1,9.9,47,106.0
2004,10,10.1,15.0,0.5,12.9,7.3,221.8,-4.8,9.2,49,111.2
2004,11,10.3,13.7,3.7,12.1,8.6,67.8,0.1,7.6,35,27.3
2004,12,9.3,12.9,1.0,11.4,7.3,114.3,-4.7,10.9,50,28.3
2005,1,8.4,13.4,-0.1,10.6,6.2,185.6,-5.0,14.5,62,43.8
2005,2,6.8,12.4,-0.4,9.2,4.4,88.0,-5.9,8.5,45,61.9
2005,3,9.0,20.7,-1.2,11.8,6.3,80.4,-6.8,8.7,47,98.4
2005,4,9.6,17.9,2.1,12.6,6.7,152.8,-2.1,9.5,52,155.9
2005,5,11.2,16.8,4.7,13.9,8.6,145.5,-0.5,9.2,38,163.1
2005,6,14.5,21.2,7.0,17.2,11.7,93.7,3.0,7.9,31,172.6
2005,7,15.6,26.2,9.5,18.3,13.0,78.3,6.0,6.8,35,165.9
2005,8,15.6,20.5,6.9,18.4,12.9,83.7,3.2,7.1,45,149.2
2005,9,14.8,21.3,6.5,17.4,12.1,145.9,2.2,9.1,39,97.5
2005,10,12.7,18.5,2.6,15.1,10.2,154.5,-1.1,10.3,52,69.2
2005,11,9.4,15.7,0.8,12.1,6.8,135.5,-3.5,10.4,56,74.5
2005,12,8.4,12.9,0.0,10.6,6.3,156.2,-4.6,9.6,52,35.2
2006,1,7.9,13.0,-1.0,10.3,5.6,145.0,-8.8,9.6,43,56.2
2006,2,7.2,12.2,0.5,9.5,4.9,83.0,-5.1,9.0,56,73.8
2006,3,7.4,13.5,-2.8,10.2,4.6,150.7,-7.8,9.8,50,84.2
2006,4,9.2,14.9,0.2,12.1,6.2,81.3,-6.6,8.5,36,180.3
2006,5,11.0,16.0,4.6,13.7,8.3,208.2,0.0,9.7,44,153.7
2006,6,14.2,24.1,5.4,17.9,10.5,46.8,1.6,7.5,41,239.1
2006,7,16.6,26.8,8.7,19.6,13.5,102.6,4.1,7.4,38,180.6
2006,8,15.4,21.0,8.4,17.9,12.8,52.1,3.2,7.4,27,127.6
2006,9,15.4,21.3,6.9,18.0,12.8,263.9,2.9,8.8,49,123.4
2006,10,13.5,17.7,5.2,15.7,11.3,171.8,0.0,9.5,48,94.5
2006,11,9.6,14.6,2.1,12.3,6.9,228.2,-2.7,10.2, ,70.5
2006,12,9.1,14.1,-0.3,11.1,7.2,227.1,-6.6,12.6,58,35.8
2007,1,8.6,13.4,-0.5,10.9,6.2,108.1,-6.7,12.6,57,45.9
2007,2,7.9,12.9,0.8,10.6,5.2,201.4,-5.0,9.8,58,54.1
2007,3,8.3,14.0,2.5,11.3,5.3,111.0,-2.4,9.5,57,134.0
2007,4,10.9,20.2,1.5,15.0,6.7,50.9,-4.6,5.3,44,217.2
2007,5,11.8,22.5,2.9,14.7,8.9,76.6,-1.7,8.1,42,179.4
2007,6,14.3,23.3,8.4,17.3,11.3,148.9,2.4,6.3,33,158.6
2007,7,15.1,20.3,9.1,17.5,12.6,81.1,4.2,7.9,45,204.6
2007,8,15.2,19.9,9.2,17.6,12.8,103.9,5.2,7.1,38,145.8
2007,9,13.9,21.9,3.1,17.5,10.4,76.5,-1.6,6.2,41,154.3
2007,10,13.4,18.5,5.0,16.0,10.8,105.7,0.2,6.4,40,77.0
2007,11,10.8,16.6,0.2,13.0,8.6,95.2,-5.6,7.3,42,45.0
2007,12,9.5,14.6,1.9,11.9,7.2,192.4,-3.5,14.4,64,36.4
2008,1,8.7,13.7,-2.9,11.3,6.1,274.1,-8.4,14.0,53,43.5
2008,2,8.3,15.6,-2.4,11.5,5.1,110.4,-8.3,9.7,47,84.5
2008,3,7.9,12.7,-0.4,10.8,5.0,164.0,-6.1,13.6,73,97.9
2008,4,9.1,14.2,0.6,11.9,6.3,51.0,-6.0,9.0,43,187.2
2008,5,13.5,23.8,6.2,16.9,10.1,103.3,1.1,7.2,38,197.6
2008,6,13.6,18.9,6.0,16.4,10.8,134.3,1.6,8.8,45,168.1
2008,7,15.3,24.6,9.2,17.6,12.9,106.3,4.9,7.7,37,107.2
2008,8,15.4,19.6,9.1,17.6,13.1,181.7,4.7,8.8,45,84.5
2008,9,13.4,19.1,5.7,16.3,10.4,87.5,1.4,8.2,40,139.9
2008,10,10.9,15.9,3.8,13.7,8.1,245.0,-1.8,10.6,48,105.5
2008,11,9.3,13.8,1.5,11.4,7.2,110.7,-4.7,10.4,55,45.6
2008,12,8.0,13.3,0.9,10.3,5.6,104.8,-7.0,9.9,60,38.4
2009,1,7.3,12.5,0.2,9.7,4.8,290.6,-6.4,11.2,61,39.8
2009,2,7.1,12.0,-1.0,9.4,4.8,54.6,-8.8,6.3,37,66.8
2009,3,8.8,18.9,1.6,11.7,5.9,82.8,-1.9,10.2,50,111.2
2009,4,10.0,16.7,1.7,12.7,7.3,162.5,-3.4,8.8,44,138.3
2009,5,11.6,23.8,5.2,14.5,8.7,107.7,-0.4,10.0,40,163.1
2009,6,15.0,26.1,6.9,18.4,11.6,94.2,0.9,7.2,34,227.5
2009,7,15.2,19.1,10.1,17.6,12.8,255.5,5.2,8.9,37,154.9
2009,8,14.9,18.7,7.7,17.1,12.6,270.0,1.6,9.3,41,100.2
2009,9,13.6,21.4,6.1,16.6,10.6,92.9,0.7,6.5,38,138.7
2009,10,13.1,17.6,5.9,15.5,10.6,205.1,-0.9,7.7,47,68.6
2009,11,9.5,14.9,1.4,11.8,7.3,360.3,-4.6,13.8,55,47.8
2009,12,5.9,12.6,-3.6,8.5,3.2,198.7,-10.0,9.6,52,65.6
2010,1,4.9,12.1,-4.7,8.2,1.7,161.5,-12.5,7.2,62,103.5
2010,2,4.8,11.3,-2.4,8.1,1.5,65.5,-10.3,6.0,38,117.5
2010,3,7.2,14.5,-3.6,10.7,3.8,125.9,-11.3,7.8,45,158.0
2010,4,9.9,18.4,1.8,13.5,6.3,101.7,-4.3,7.2,41,217.6
2010,5,11.7,23.6,3.8,15.2,8.3,54.2,-4.1,7.1,31,230.0
2010,6,14.9,20.7,7.8,18.0,11.7,83.9,3.3,7.2,35,204.5
2010,7,15.2,20.1,9.7,17.5,12.9,161.2,5.1,8.1,35,84.6
2010,8,15.0,20.3,6.3,17.8,12.1,37.7,2.1,7.4,36,185.1
2010,9,14.9,21.1,6.1,17.3,12.4,123.4,0.6,8.8,41,106.6
2010,10,11.7,20.5,2.2,15.1,8.3,133.7,-3.1,8.4,46,117.6
2010,11,7.4,15.6,-3.1,10.2,4.6,175.4,-9.4,10.1,59,79.4
2010,12,3.6,12.1,-7.7,6.8,0.5,107.6,-14.0,6.3,38,90.0
2011,1,5.5,12.4,-4.7,8.5,2.5,107.8,-9.3,6.8,46,81.2
2011,2,8.3,13.7,0.1,11.0,5.5,188.9,-5.4,10.1,50,51.7
2011,3,7.9,18.6,-1.9,12.1,3.7,59.6,-8.0,6.2,45,158.7
2011,4,11.6,22.5,4.5,15.2,8.1,68.1,-2.1,7.0,38,164.2
2011,5,11.9,18.4,7.9,14.0,9.9,164.6,3.1,13.0,55,129.9
2011,6,12.3,20.7,4.6,15.2,9.4,118.5,0.5,9.3,38,194.1
2011,7,13.9,18.6,7.9,16.5,11.2,80.0,1.6,7.6,42,108.7
2011,8,14.0,18.3,6.4,16.8,11.1,91.7,3.0,7.2,34,135.8
2011,9,14.1,19.0,8.3,16.4,11.9,160.2,1.7,12.5,46,56.8
2011,10,12.5,16.9,6.6,14.7,10.3,192.8,2.2,10.0,44,58.6
2011,11,11.2,17.3,2.9,13.7,8.6,298.9,-2.2,11.9,51,57.9
2011,12,8.4,13.4,2.4,10.5,6.3,188.6,-2.3,14.6,59,16.8
2012,1,9.0,12.8,2.1,10.8,7.1,155.3,-2.0, ,55, 
2012,2,8.9,13.4,1.7,10.6,7.1,68.2,-2.0,8.6,37, 
2012,3,10.1,19.8,2.6,13.0,7.2,44.2,-1.7,8.4,40, 
2012,4,8.3,13.8,0.9,11.0,5.7,119.1,-3.6,11.2,49, 
2012,5,11.5,25.9,1.9,14.5,8.4,53.5,-2.9,8.0,42, 
2012,6,13.3,19.8,6.7,15.6,10.9,128.3,2.7,8.2,48, 
2012,7,14.4,18.7,7.7,16.7,12.2,172.9, ,8.0,36, 
2012,8,15.7,25.5,9.8,18.0,13.5,163.9,5.5,9.0,35, 
2012,9,13.5,18.2,7.1,16.0,11.0,74.6,4.2,8.3,34, 
2012,10,10.8,17.7,2.8,13.3,8.3,136.2,-1.3,8.1,39, 
2012,11,8.0,13.2,0.1,10.4,5.5,212.9, ,9.9,48, 
2012,12,8.3,13.6,0.6,10.6,6.1,173.5,-2.4,11.8,46, 
2013,1,7.6,13.0,-1.8,9.9,5.3,276.3,-5.6,10.2,61,38.6
2013,2,7.0,12.0,-1.2,9.4,4.6,77.7,-5.4,10.7,55,72.5
2013,3,6.1,13.7,-2.0,8.6,3.5,82.4,-3.2,10.1,45,91.1
2013,4,8.3,14.1,-1.0,11.0,5.5,128.1,-4.7,10.4,55, 
2013,5,10.3,15.0,4.9,12.5,8.1,109.3,2.5,10.9,43, 
2013,6,13.2,22.9,6.0,16.3,10.1,138.0,3.8,7.8,36, 
2013,7,17.2,27.6,10.4,20.6,13.9,105.2,8.5,5.9,31, 
2013,8,15.9,20.2,10.8,18.1,13.7,73.9,8.6,8.1,33, 
2013,9,14.8,23.0,8.0,17.2,12.4,70.7,5.1,7.8,38,105.3
2013,10,13.3,19.0,3.6,15.8,10.9,184.8,0.4,8.8,48,79.3
2013,11,8.2,13.9,-1.5,10.8,5.7,125.1,-6.8,8.3,55,46.1
2013,12,8.4,13.6,1.8,10.8,6.1,266.6,-2.9,13.4,69,25.7
2014,1,7.4,12.8,0.6,9.8,5.0,288.1,-4.0,13.0,59,56.7
2014,2,6.7,11.1,1.0,9.3,4.2,292.4,-2.3,15.4,74,59.4
2014,3,7.9,13.5,-0.6,10.5,5.3,135.2,-5.2,9.3,48,129.1
2014,4,10.4,16.3,4.2,13.0,7.8,85.5,0.9,8.9,56,142.8
2014,5,11.4,17.6,3.3,13.9,8.8,115.5,0.2,9.1,44,163.8
2014,6,14.7,23.2,4.2,18.0,11.4,56.0,0.2,7.0,45,262.9
2014,7,16.3,22.4,10.5,18.8,13.9,81.4,5.7,7.0,29,136.2
2014,8,14.7,20.5,6.3,17.6,11.9,73.7,2.1,8.5,40,187.1
2014,9,15.6,22.4,6.1,19.1,12.2,26.5,1.9,5.7,25, 
2014,10,12.3,17.4,4.1,15.1,9.5,192.4,0.5,10.2,47,81.4
2014,11,9.7,14.8,2.1,12.3,7.1,202.3,-1.4,8.4,44,77.1
2014,12,8.3,12.5,0.5,10.2,6.3,135.4,-3.8,12.3,52,33.2
2015,1,7.3,14.0,-0.5,9.9,4.7,199.4,-5.5,14.0,53, 
2015,2,6.3,12.3,-2.2,9.0,3.6,108.1,-7.8,10.1,52, 
2015,3,7.5,12.8,-0.0,10.5,4.4,135.2,-4.3,11.4,49, 
2015,4,10.0,20.2,2.0,14.1,5.8,54.0,-2.3,8.0,44, 
2015,5,10.5,16.5,4.5,13.0,8.0,127.6,0.3,10.3,40, 
2015,6,13.0,18.5,6.3,15.7,10.4,81.4,1.9,8.5,45, 
2015,7,14.3,20.5,9.2,16.5,12.0,120.5,5.3,9.9,38, 
2015,8,13.8,18.3,6.3,16.5,11.1,126.0,2.5,8.2,42, 
2015,9,13.5,19.5,6.6,16.1,10.9,148.9,2.1,8.1,33, 
2015,10,11.9,17.6,3.8,14.8,9.1,96.1,-0.3,7.5,43, 
2015,11,10.8,19.5,3.0,13.4,8.3,199.9,-0.9,13.6,58, 
2015,12,10.0,14.7,3.7,12.5,7.5,339.0,-0.7,14.8,58, 
2016,1,8.1,13.2,2.3,10.2,6.1,293.8,-1.0,12.4,56, 
2016,2,6.7,12.3,-0.3,9.3,4.0,190.6,-4.9,12.2,66, 
2016,3,7.5,13.4,-0.5,10.4,4.6,104.6,-5.0,9.6,63, 
2016,4,8.4,17.9,1.2,11.7,5.1,104.0,-2.3,8.3,46, 
2016,5,12.1,23.0,3.0,15.5,8.8,77.9,-0.2,7.4,40, 
2016,6,14.5,21.4,7.3,17.2,11.8,108.0,4.0,8.2,32, 
2016,7,15.2,25.2,8.5,17.3,13.0,83.3,5.5,8.2,35, 
2016,8,15.6,24.1,10.7,18.1,13.2,105.1,7.7,9.2,42, 
2016,9,14.4,20.4,6.9,16.9,11.8,182.7,2.3,9.0,43, 
2016,10,12.0,17.4,2.9,14.5,9.4,186.4,-1.6,7.9,39, 
2016,11,7.7,14.0,-2.2,10.7,4.7,76.7,-7.1,8.1,52, 
2016,12,9.2,13.7,-0.8,11.6,6.8,103.8,-6.4,9.7,46, 
2017,1,7.8,12.6,-2.1,10.1,5.5,167.2,-7.1,8.7,54, 
2017,2,8.1,13.3,0.9,10.4,5.7,138.7,-3.9,11.5,51, 
2017,3,9.4,18.8,1.5,11.9,6.9,135.1,-1.2,10.9,59, 
2017,4,9.3,16.1,2.2,12.6,6.1,51.4,-1.4,7.1,38, 
2017,5,12.5,22.5,5.1,15.8,9.3,77.8,0.9,7.8,37, 
2017,6,14.1,26.0,7.2,16.5,11.7,141.5,2.8,10.0,40, 
2017,7,14.8,24.3,7.5,17.4,12.3,108.4,2.6,7.9,39, 
2017,8,14.7,18.7,9.6,17.0,12.4,102.8,5.6,8.5,35, 
2017,9,13.3,20.0,5.5,16.0,10.6,204.4,1.1,9.5,49, 
2017,10,12.4,19.4,6.0,15.0,9.9,162.2,2.2,10.3,57, 
2017,11,9.2,15.1,-0.1,11.7,6.6,107.4,-4.7,9.2,47, 
2017,12,8.0,14.0,0.9,10.5,5.4,198.8,-3.2,11.0,55, 
2018,1,7.9,13.3,-0.8,10.4,5.4,238.2,-5.4,13.7,62, 
2018,2,5.7,11.9,-3.0,8.4,3.1,119.1,-5.0, ,48, 
2018,3,5.7,13.9,-5.0,8.7,2.6,130.6,-7.0,8.7,41, 
2018,4,9.2,14.8,0.5,12.0,6.4,204.5,-3.7,9.5,44, 
2018,5,12.1,21.4,3.8,15.0,9.2,114.3,0.6,7.9,40, 
2018,6,15.3,28.4,6.2,19.1,11.5,39.2,1.8,6.8,43, 
2018,7,16.2,23.9,8.4,19.5,12.9,50.1,4.1,6.9,30, 
2018,8,15.0,20.1,5.8,17.4,12.7,109.4,4.8,8.4,33, 
2018,9,12.9,20.3,3.0,15.7,10.1,118.8,-1.5,8.9,57, 
2018,10,10.6,17.4,2.1,13.3,7.8,114.7,-2.1,8.6,64, 
2018,11,9.5,14.5,0.9,11.9,7.2,253.4,-3.0,11.1,56, 
2018,12,9.9,14.2,0.5,12.1,7.7,278.6,-3.3,11.4,60, 
2019,1,8.2,12.1,0.1,9.9,6.5,134.3,-3.4,9.2,53, 
2019,2,9.2,17.2,-1.3,11.7,6.7,149.8,-6.2,12.9,50, 
2019,3,8.1,13.1,1.1,11.0,5.2,175.3,-1.9,11.4,54, 
2019,4,10.4,20.4,-1.0,13.3,7.4,96.8,-4.9,10.3,62, 
2019,5,11.3,18.0,2.1,14.5,8.2,49.0,-1.4,8.2,36, 
2019,6,13.3,28.0,4.2,16.3,10.2,58.0,1.5,8.6,37, 
2019,7,15.9,20.7,8.1,18.6,13.2,83.7,4.3,7.8,37, 
2019,8,15.5,20.3,8.9,17.9,13.0,203.9,6.3,10.1,37, 
2019,9,14.2,20.8,6.9,16.9,11.4,176.9,3.5,9.2,38, 
2019,10,11.1,16.2,3.1,13.5,8.7,202.4,-0.7,9.7,46, 
2019,11,8.1,14.1,-0.4,10.7,5.6,171.7,-3.5,10.0,50, 
2019,12,8.2,13.4,-1.2,10.7,5.8,199.8,-4.4,12.0,62, 
2020,1,7.9,13.4,0.2,10.1,5.6,146.3,-4.5,11.1,57, 
2020,2,7.6,12.8,2.2,10.0,5.1,237.6,-0.9,17.2,62, 
2020,3,7.6,14.9,0.4,10.4,4.9,115.8,-3.1,11.3,56, 
2020,4,10.4,19.5,1.1,14.3,6.5,60.1,-2.6,6.4,50, 
2020,5,12.4,24.1,1.7,15.9,8.9,52.6,-2.3,8.8,49, 
2020,6,13.4,21.9,8.0,15.9,11.0,127.4,5.4,9.0,40, 
2020,7,14.4,18.7,6.0,16.6,12.2,214.0,2.6,9.3,36, 
2020,8,15.7,21.2,8.6,18.4,13.0,219.7,5.7,8.0,45, 
2020,9,14.1,23.3,4.6,17.1,11.2,94.5,1.6,8.1,60, 
2020,10,11.3,15.8,3.4,13.6,8.9,228.1,-0.9,11.6,47, 
